Activity_Type,Movement_Speed_ms,Crowd_Density,Temperature_C,Pilgrim_Age_Group,Pilgrim_Experience,Time_of_Day,Time_Spent_min,Pilgrim_Group_Size,Phone_Battery_Pct,Risk_Level
Tawaf,0.37,Medium,40.2,40_to_60,First-Time,Afternoon,47.6,15,99,Low
Tawaf,0.411,Low,33.9,40_to_60,Experienced,Night,48.3,22,5,Low
Walking,0.877,Low,42.1,40_to_60,Experienced,Morning,26.8,9,61,Low
Prayer,0.024,Low,40.1,40_to_60,First-Time,Fajr,20.3,23,88,Low
Walking,0.524,Medium,36.8,40_to_60,Experienced,Morning,11.8,9,20,Low
Walking,0.782,High,39.3,Under_40,First-Time,Morning,25.0,44,6,Low
Sai,1.001,Medium,43.4,Above_60,Experienced,Afternoon,78.8,23,62,Medium
Walking,0.685,Low,34.9,40_to_60,First-Time,Morning,16.7,16,29,Low
Tawaf,0.777,Low,41.4,40_to_60,Experienced,Fajr,71.3,40,88,Low
Walking,0.667,Medium,46.6,Under_40,First-Time,Night,23.5,32,19,Medium
Prayer,0.013,High,40.3,Under_40,First-Time,Fajr,11.0,50,16,Low
Sai,0.888,Medium,47.8,Above_60,Experienced,Morning,84.4,39,20,Medium
Walking,1.064,Medium,46.3,40_to_60,First-Time,Morning,12.2,42,71,Medium
Resting,0.214,Medium,43.5,40_to_60,First-Time,Fajr,118.0,27,60,Low
Resting,0.039,Low,41.9,40_to_60,First-Time,Morning,110.4,38,64,Low
Walking,0.654,Low,42.0,40_to_60,Experienced,Maghrib,5.5,27,9,Low
Prayer,0.075,High,44.0,Above_60,Experienced,Fajr,22.4,37,21,Medium
Sai,0.992,Low,50.0,40_to_60,First-Time,Fajr,88.4,46,62,Medium
Sai,1.487,Low,44.0,Under_40,Experienced,Afternoon,70.4,17,89,Low
Walking,0.878,Medium,48.0,Above_60,First-Time,Fajr,20.4,38,9,Medium
Prayer,0.019,High,37.4,40_to_60,Experienced,Noon,28.6,33,21,Low
Resting,0.258,Medium,39.8,Above_60,Experienced,Fajr,75.1,34,80,Low
Prayer,0.032,High,42.1,Above_60,First-Time,Noon,14.9,22,83,High
Prayer,0.029,High,47.4,40_to_60,First-Time,Noon,19.2,39,93,High
Prayer,0.033,Low,34.8,40_to_60,Experienced,Afternoon,17.0,9,40,Low
Resting,0.23,High,52.0,Above_60,Experienced,Afternoon,32.5,8,70,High
Walking,0.621,Medium,42.0,40_to_60,First-Time,Afternoon,10.4,9,92,Low
Walking,0.767,Medium,46.7,40_to_60,First-Time,Night,6.5,43,53,Medium
Prayer,0.003,Medium,41.9,Above_60,First-Time,Maghrib,13.4,19,86,Low
Walking,1.079,Low,38.7,40_to_60,First-Time,Night,11.5,50,23,Low
Tawaf,0.47,High,48.9,Above_60,First-Time,Fajr,75.5,13,35,High
Resting,0.074,Low,41.2,40_to_60,First-Time,Night,53.4,50,39,Low
Walking,0.906,Medium,39.1,Under_40,Experienced,Noon,22.3,12,41,Low
Prayer,0.07,High,43.5,Above_60,First-Time,Morning,29.9,48,18,Medium
Walking,1.069,Low,44.4,40_to_60,Experienced,Noon,19.5,14,68,Medium
Walking,0.743,Low,43.3,40_to_60,Experienced,Maghrib,20.4,26,87,Low
Tawaf,0.706,Low,43.7,40_to_60,Experienced,Night,63.1,28,5,Low
Resting,0.139,Low,43.5,40_to_60,First-Time,Afternoon,56.5,28,28,Low
Prayer,0.01,High,46.9,40_to_60,First-Time,Morning,13.7,13,41,High
Prayer,0.085,High,42.2,40_to_60,Experienced,Morning,29.6,26,28,Medium
Tawaf,0.574,Low,39.4,40_to_60,Experienced,Noon,58.7,38,85,Low
Prayer,0.06,Medium,44.9,Above_60,Experienced,Noon,28.7,16,61,Medium
Walking,1.156,High,32.1,Under_40,Experienced,Morning,11.5,21,85,Low
Prayer,0.056,High,44.4,40_to_60,First-Time,Night,12.2,8,48,Medium
Walking,0.504,Low,48.0,Above_60,First-Time,Morning,20.9,34,60,Medium
Prayer,0.087,High,45.0,Above_60,Experienced,Afternoon,27.0,40,84,High
Resting,0.085,Low,35.6,40_to_60,First-Time,Noon,84.5,5,5,Low
Walking,0.851,Medium,47.8,Under_40,First-Time,Night,23.6,37,9,Medium
Walking,0.643,Low,39.8,40_to_60,First-Time,Afternoon,20.2,31,49,Low
Tawaf,0.448,High,42.8,Under_40,First-Time,Noon,74.8,18,7,Medium
Prayer,0.069,High,47.2,40_to_60,First-Time,Afternoon,16.9,8,63,High
Prayer,0.043,High,39.5,40_to_60,First-Time,Noon,17.8,39,60,Medium
Walking,0.939,Medium,42.6,Above_60,First-Time,Fajr,24.5,37,32,Medium
Resting,0.247,Medium,36.8,40_to_60,Experienced,Afternoon,99.2,16,91,Low
Tawaf,0.47,Low,41.3,40_to_60,First-Time,Night,35.0,8,70,Low
Tawaf,0.584,High,37.3,Above_60,Experienced,Night,31.0,38,33,Low
Resting,0.233,High,43.9,Above_60,Experienced,Afternoon,85.0,18,16,Medium
Sai,1.301,Medium,36.2,Under_40,First-Time,Afternoon,48.8,6,13,Low
Walking,0.878,Medium,41.6,Under_40,First-Time,Afternoon,9.3,31,42,Low
Walking,0.768,Low,39.7,Above_60,First-Time,Maghrib,9.9,46,100,Low
Resting,0.122,Medium,39.1,40_to_60,Experienced,Morning,68.5,35,78,Low
Tawaf,0.517,Medium,46.4,40_to_60,First-Time,Noon,42.1,37,54,Medium
Tawaf,0.474,High,37.7,Above_60,First-Time,Morning,40.9,31,84,Medium
Walking,0.989,Medium,39.8,40_to_60,First-Time,Fajr,5.3,49,86,Low
Resting,0.038,Low,42.8,40_to_60,First-Time,Maghrib,95.5,32,18,Low
Prayer,0.097,High,44.6,Under_40,Experienced,Morning,12.7,38,21,Medium
Prayer,0.078,High,34.8,Above_60,First-Time,Noon,21.4,34,96,High
Walking,0.709,High,41.3,40_to_60,First-Time,Night,12.5,41,49,Low
Resting,0.013,Medium,45.0,Under_40,First-Time,Maghrib,34.2,38,88,Low
Resting,0.213,Medium,48.7,40_to_60,First-Time,Afternoon,51.4,5,89,Medium
Resting,0.22,Low,42.1,40_to_60,First-Time,Noon,42.0,17,66,Medium
Tawaf,0.782,High,36.4,Under_40,Experienced,Afternoon,56.0,22,13,Low
Tawaf,0.427,Medium,41.9,Under_40,First-Time,Fajr,71.4,44,11,Low
Walking,0.558,Medium,40.1,40_to_60,First-Time,Maghrib,6.3,5,74,Low
Resting,0.275,Medium,43.4,40_to_60,Experienced,Morning,34.2,13,9,Low
Prayer,0.026,High,49.4,Above_60,First-Time,Noon,11.6,10,82,High
Sai,1.305,Low,37.3,40_to_60,Experienced,Fajr,88.6,12,33,Low
Walking,0.542,Low,46.4,Above_60,Experienced,Maghrib,19.3,12,8,Medium
Tawaf,0.68,High,45.6,40_to_60,First-Time,Night,79.2,28,16,Medium
Prayer,0.013,High,44.6,40_to_60,First-Time,Noon,15.3,29,14,High
Walking,0.987,Medium,43.0,40_to_60,Experienced,Fajr,27.4,30,54,Low
Walking,0.873,Medium,50.3,Above_60,First-Time,Night,20.7,30,8,Medium
Walking,1.169,Medium,47.2,40_to_60,Experienced,Noon,15.1,43,5,Medium
Prayer,0.004,Medium,39.7,Above_60,Experienced,Fajr,22.0,44,52,Low
Walking,0.704,Medium,42.2,Under_40,First-Time,Morning,8.2,38,42,Low
Walking,0.549,Medium,37.7,Above_60,Experienced,Morning,12.8,12,77,Low
Walking,1.115,Low,47.6,40_to_60,First-Time,Morning,18.5,50,25,Medium
Walking,0.916,High,42.2,Above_60,First-Time,Morning,21.0,6,29,Medium
Sai,1.174,Medium,34.3,Above_60,First-Time,Night,54.8,22,17,Low
Tawaf,0.366,High,32.2,40_to_60,First-Time,Morning,89.5,20,60,Medium
Tawaf,0.545,High,39.8,40_to_60,First-Time,Noon,80.0,32,90,Medium
Sai,1.079,Medium,38.6,40_to_60,Experienced,Maghrib,71.1,12,28,Low
Walking,0.721,High,40.2,40_to_60,First-Time,Afternoon,29.3,22,40,Low
Resting,0.232,Low,41.2,40_to_60,First-Time,Night,68.8,43,54,Low
Walking,0.543,Medium,47.2,40_to_60,First-Time,Night,28.7,46,95,Medium
Walking,0.953,Medium,47.7,40_to_60,Experienced,Afternoon,23.8,23,40,Medium
Prayer,0.082,High,50.9,Above_60,First-Time,Maghrib,14.3,36,15,High
Prayer,0.091,High,48.8,Under_40,First-Time,Noon,18.1,36,33,High
Prayer,0.075,Low,44.5,40_to_60,First-Time,Noon,15.3,46,14,Medium
Sai,0.998,High,36.4,40_to_60,Experienced,Morning,77.5,25,42,Low
Tawaf,0.6,Medium,45.2,Above_60,First-Time,Afternoon,76.0,33,85,High
Walking,0.599,Low,35.7,Above_60,First-Time,Morning,22.1,49,40,Low
Resting,0.035,Low,43.3,40_to_60,First-Time,Fajr,72.3,9,80,Low
Sai,1.247,High,36.0,40_to_60,Experienced,Fajr,63.1,24,24,Low
Tawaf,0.726,Low,49.8,Above_60,Experienced,Maghrib,89.1,26,38,Medium
Walking,0.547,Medium,43.5,Under_40,First-Time,Morning,5.7,31,64,Low
Sai,0.874,Medium,41.2,40_to_60,Experienced,Maghrib,50.6,47,40,Low
Resting,0.17,High,40.2,Under_40,First-Time,Night,77.9,5,94,Low
Walking,0.653,High,41.9,Above_60,Experienced,Noon,23.9,17,48,Low
Resting,0.184,Medium,39.1,40_to_60,Experienced,Maghrib,115.5,37,63,Low
Prayer,0.021,High,40.7,40_to_60,First-Time,Noon,19.8,43,51,Medium
Walking,0.582,High,34.0,40_to_60,First-Time,Maghrib,11.6,10,24,Low
Prayer,0.055,Medium,38.3,Above_60,Experienced,Noon,27.3,17,99,Low
Walking,1.104,High,37.4,Above_60,First-Time,Night,16.0,18,42,Low
Prayer,0.069,High,44.1,Under_40,Experienced,Night,12.6,12,15,Medium
Sai,1.373,Medium,42.1,40_to_60,Experienced,Noon,68.5,7,72,Low
Walking,0.686,Low,45.5,40_to_60,Experienced,Morning,18.1,41,85,Low
Walking,1.12,Medium,40.3,Under_40,Experienced,Afternoon,10.7,16,71,Low
Walking,0.764,Medium,42.5,40_to_60,First-Time,Afternoon,8.5,12,44,Medium
Walking,1.097,Medium,33.9,Above_60,Experienced,Night,8.6,33,38,Low
Walking,0.83,Low,45.6,40_to_60,Experienced,Maghrib,25.6,24,28,Low
Tawaf,0.434,Low,47.1,40_to_60,First-Time,Maghrib,60.1,27,83,Medium
Walking,0.682,Low,44.6,Above_60,Experienced,Maghrib,23.4,8,61,Medium
Walking,0.897,Medium,38.5,Above_60,Experienced,Noon,29.1,29,70,Low
Resting,0.024,High,44.2,40_to_60,Experienced,Night,98.2,36,34,Medium
Resting,0.279,Medium,42.7,40_to_60,First-Time,Noon,31.5,29,86,Medium
Tawaf,0.436,High,34.2,40_to_60,First-Time,Noon,55.2,9,57,Medium
Resting,0.101,Low,47.0,40_to_60,Experienced,Morning,67.1,14,43,Low
Tawaf,0.417,High,37.7,40_to_60,Experienced,Noon,72.1,35,43,Low
Prayer,0.0,Medium,44.3,Under_40,First-Time,Fajr,29.3,8,77,Medium
Walking,0.985,High,42.1,40_to_60,First-Time,Afternoon,12.1,11,57,Medium
Tawaf,0.595,High,47.4,40_to_60,Experienced,Afternoon,81.7,38,77,High
Walking,1.067,Medium,38.5,40_to_60,First-Time,Noon,6.8,45,60,Low
Tawaf,0.321,High,40.0,40_to_60,Experienced,Night,82.3,25,28,Medium
Sai,1.45,Low,44.8,Above_60,First-Time,Afternoon,76.3,23,52,High
Walking,0.732,Medium,39.6,Above_60,First-Time,Morning,5.7,11,57,Low
Walking,1.139,Low,47.7,Under_40,Experienced,Noon,20.3,38,41,Medium
Resting,0.032,Medium,39.0,40_to_60,Experienced,Afternoon,112.8,37,88,Low
Walking,1.021,Low,44.4,40_to_60,Experienced,Afternoon,15.8,46,48,Medium
Walking,0.906,Medium,42.0,40_to_60,First-Time,Morning,7.9,25,41,Low
Prayer,0.036,Medium,39.4,40_to_60,Experienced,Morning,29.8,42,56,Low
Tawaf,0.34,High,47.3,40_to_60,First-Time,Morning,55.0,21,91,High
Tawaf,0.602,Medium,37.8,Under_40,First-Time,Night,61.7,50,95,Low
Walking,0.519,Low,44.1,40_to_60,Experienced,Noon,29.2,21,15,Medium
Walking,0.851,Medium,32.0,40_to_60,First-Time,Noon,19.6,19,58,Low
Prayer,0.06,High,43.3,40_to_60,Experienced,Maghrib,23.5,12,97,Medium
Walking,1.013,High,46.9,40_to_60,First-Time,Morning,22.7,41,97,Medium
Walking,1.194,Medium,41.4,Under_40,Experienced,Afternoon,23.8,23,59,Low
Tawaf,0.43,High,42.8,40_to_60,First-Time,Afternoon,78.0,33,79,Medium
Sai,1.026,High,48.8,40_to_60,First-Time,Fajr,48.4,42,47,Medium
Resting,0.102,Low,46.2,40_to_60,First-Time,Morning,113.1,37,79,Medium
Walking,1.012,Low,33.1,40_to_60,First-Time,Noon,18.6,32,100,Low
Resting,0.28,Low,39.8,Above_60,First-Time,Maghrib,71.1,44,52,Low
Tawaf,0.787,Medium,40.9,40_to_60,First-Time,Maghrib,80.1,37,52,Low
Resting,0.284,Medium,43.2,40_to_60,First-Time,Night,47.2,11,54,Low
Sai,1.416,High,41.7,40_to_60,First-Time,Night,74.5,39,93,Low
Tawaf,0.795,Medium,39.9,40_to_60,Experienced,Afternoon,49.0,12,87,Low
Resting,0.113,Medium,39.6,Above_60,Experienced,Afternoon,94.9,11,29,Low
Prayer,0.095,High,36.2,40_to_60,First-Time,Night,18.7,49,64,Medium
Walking,1.033,Low,38.0,Above_60,First-Time,Maghrib,9.7,25,87,Low
Sai,0.918,Low,45.4,Under_40,Experienced,Noon,85.9,29,23,Medium
Walking,0.532,Medium,37.8,Under_40,Experienced,Noon,23.8,7,93,Low
Resting,0.064,Medium,38.8,40_to_60,First-Time,Noon,16.5,36,75,Low
Prayer,0.078,High,36.2,40_to_60,First-Time,Afternoon,11.3,15,20,Medium
Walking,0.942,Medium,43.5,40_to_60,Experienced,Noon,14.5,25,31,Low
Sai,0.957,High,45.8,40_to_60,Experienced,Morning,80.1,36,37,Low
Walking,1.019,Medium,46.7,40_to_60,Experienced,Afternoon,11.9,6,17,Medium
Prayer,0.014,High,40.4,Under_40,First-Time,Night,29.8,27,83,Low
Sai,1.375,Medium,41.7,40_to_60,First-Time,Afternoon,86.4,49,22,Medium
Prayer,0.079,High,42.1,Under_40,Experienced,Morning,27.3,14,9,Low
Sai,1.481,Low,40.3,Above_60,First-Time,Maghrib,45.4,18,55,Low
Resting,0.045,Low,43.3,Above_60,First-Time,Maghrib,116.2,13,75,Medium
Prayer,0.091,High,46.5,Above_60,First-Time,Maghrib,21.8,23,54,High
Sai,1.039,Medium,46.0,Above_60,Experienced,Afternoon,71.6,7,38,Medium
Prayer,0.042,High,41.3,40_to_60,First-Time,Maghrib,12.0,36,18,Medium
Prayer,0.047,High,39.9,Above_60,First-Time,Maghrib,22.2,27,36,Medium
Walking,0.939,Low,37.4,40_to_60,First-Time,Night,18.2,23,24,Low
Resting,0.298,High,35.1,40_to_60,Experienced,Afternoon,71.8,16,90,Low
Prayer,0.06,High,44.2,40_to_60,Experienced,Noon,13.8,27,36,Medium
Resting,0.278,High,42.0,40_to_60,Experienced,Fajr,72.0,18,44,Low
Walking,0.679,Medium,42.0,40_to_60,First-Time,Maghrib,6.8,40,44,Low
Sai,1.079,Low,51.8,40_to_60,First-Time,Morning,46.0,46,25,Medium
Walking,0.853,High,48.3,40_to_60,First-Time,Night,10.3,7,39,Medium
Walking,0.726,Low,42.2,40_to_60,Experienced,Noon,25.0,14,16,Low
Walking,1.184,Low,42.8,Under_40,First-Time,Night,20.1,26,40,Low
Resting,0.218,Low,37.6,40_to_60,Experienced,Afternoon,108.9,8,17,Low
Prayer,0.048,High,44.6,40_to_60,First-Time,Noon,17.8,19,53,High
Resting,0.225,Medium,42.9,40_to_60,First-Time,Noon,51.7,39,55,Low
Walking,0.827,Medium,38.5,40_to_60,First-Time,Fajr,22.5,48,84,Low
Walking,0.512,Medium,43.0,40_to_60,First-Time,Fajr,15.2,9,30,Low
Walking,0.88,Low,46.2,Under_40,Experienced,Afternoon,14.5,32,97,Medium
Prayer,0.063,High,50.3,40_to_60,First-Time,Night,19.3,44,16,High
Resting,0.294,Medium,35.9,40_to_60,First-Time,Afternoon,27.0,50,100,Low
Walking,0.529,Medium,37.4,40_to_60,First-Time,Night,10.1,31,80,Low
Tawaf,0.556,High,41.6,Under_40,Experienced,Night,66.2,19,51,Low
Prayer,0.01,Low,42.9,Under_40,Experienced,Morning,22.2,34,47,Low
Walking,0.604,Low,48.7,40_to_60,Experienced,Afternoon,19.8,12,64,Medium
Tawaf,0.605,High,46.9,40_to_60,Experienced,Noon,42.0,24,83,High
Tawaf,0.416,High,33.7,Under_40,Experienced,Morning,56.1,17,38,Low
Prayer,0.075,High,40.3,Under_40,First-Time,Morning,28.4,10,83,Low
Prayer,0.051,High,35.9,Under_40,Experienced,Morning,27.2,5,35,Low
Prayer,0.022,High,36.8,Above_60,First-Time,Maghrib,21.1,50,27,Medium
Sai,1.146,Medium,44.3,40_to_60,Experienced,Noon,85.5,46,32,Medium
Sai,0.801,Medium,42.6,Above_60,First-Time,Morning,75.4,22,46,Medium
Walking,1.104,High,48.6,40_to_60,Experienced,Night,15.3,10,67,Medium
Walking,0.509,Low,36.4,Above_60,First-Time,Fajr,24.4,40,64,Low
Sai,0.805,High,41.9,40_to_60,First-Time,Maghrib,58.6,30,58,Low
Prayer,0.061,High,39.8,40_to_60,Experienced,Night,27.1,38,31,Low
Walking,1.181,Low,48.3,40_to_60,First-Time,Afternoon,13.2,40,52,Medium
Tawaf,0.728,Low,38.4,Under_40,First-Time,Afternoon,77.7,21,72,Low
Tawaf,0.426,Medium,42.9,Under_40,Experienced,Fajr,46.9,29,47,Low
Tawaf,0.398,Medium,36.4,Under_40,First-Time,Afternoon,85.0,32,6,Medium
Walking,0.938,Low,47.8,40_to_60,First-Time,Noon,9.6,19,82,Medium
Walking,1.076,Medium,49.3,40_to_60,First-Time,Maghrib,23.0,8,78,Medium
Walking,0.753,Medium,39.2,40_to_60,First-Time,Maghrib,15.2,31,24,Low
Walking,0.803,Medium,38.7,Above_60,First-Time,Morning,5.5,37,58,Low
Walking,0.581,High,43.1,Above_60,Experienced,Afternoon,13.3,24,91,Medium
Walking,0.607,High,38.7,Above_60,First-Time,Night,10.1,25,7,Low
Walking,0.898,Medium,46.6,40_to_60,First-Time,Afternoon,18.9,44,24,Medium
Tawaf,0.351,High,43.8,40_to_60,First-Time,Afternoon,45.6,45,27,High
Walking,0.641,Low,47.1,40_to_60,First-Time,Night,6.8,14,63,Medium
Walking,0.664,Low,37.7,40_to_60,First-Time,Night,28.8,48,71,Low
Walking,0.811,Medium,36.5,40_to_60,First-Time,Morning,26.1,36,6,Low
Prayer,0.005,High,43.5,40_to_60,First-Time,Morning,10.9,43,37,Medium
Prayer,0.05,High,48.8,Under_40,Experienced,Night,15.4,41,53,Medium
Walking,1.15,Medium,38.3,40_to_60,Experienced,Morning,20.8,30,25,Low
Walking,0.517,Low,43.8,40_to_60,First-Time,Maghrib,13.0,26,66,Low
Resting,0.189,Low,39.3,40_to_60,Experienced,Noon,44.6,44,29,Low
Prayer,0.084,High,46.2,Under_40,Experienced,Fajr,21.9,17,62,Medium
Walking,0.719,High,38.5,Under_40,First-Time,Noon,9.9,36,20,Low
Walking,0.592,Medium,43.1,40_to_60,First-Time,Fajr,21.2,13,33,Low
Resting,0.013,Medium,46.5,Under_40,First-Time,Morning,24.4,41,27,Medium
Walking,0.951,Medium,36.6,40_to_60,Experienced,Noon,13.1,46,91,Low
Walking,0.887,Low,44.4,Above_60,First-Time,Fajr,7.9,43,84,Medium
Walking,0.661,Medium,40.6,40_to_60,First-Time,Fajr,12.4,20,81,Low
Walking,1.082,Medium,45.4,40_to_60,Experienced,Morning,22.1,38,69,Low
Resting,0.221,Medium,43.5,40_to_60,Experienced,Noon,95.2,14,19,Low
Tawaf,0.438,High,40.3,40_to_60,First-Time,Night,38.7,28,65,Low
Tawaf,0.677,High,41.6,40_to_60,First-Time,Fajr,74.8,14,38,Low
Resting,0.073,High,34.7,Above_60,First-Time,Afternoon,23.9,49,37,High
Walking,0.973,Low,45.5,40_to_60,First-Time,Afternoon,10.4,30,94,Medium
Walking,0.583,Medium,49.6,40_to_60,First-Time,Fajr,17.5,38,25,Medium
Walking,0.985,High,39.8,40_to_60,Experienced,Fajr,29.3,41,20,Low
Tawaf,0.419,High,41.8,40_to_60,Experienced,Morning,88.4,8,22,Low
Walking,0.901,Medium,48.3,40_to_60,Experienced,Afternoon,17.0,33,15,Medium
Walking,0.621,Medium,34.8,40_to_60,First-Time,Night,25.1,26,17,Low
Prayer,0.073,Medium,44.0,40_to_60,First-Time,Afternoon,21.1,29,16,Low
Prayer,0.006,High,48.7,Under_40,First-Time,Fajr,25.0,15,100,High
Resting,0.05,Medium,39.5,40_to_60,First-Time,Morning,83.6,50,35,Low
Tawaf,0.392,Low,39.8,Above_60,Experienced,Night,71.8,24,19,Low
Resting,0.012,Low,47.3,Above_60,First-Time,Fajr,61.2,28,52,Medium
Sai,1.322,Low,37.6,40_to_60,First-Time,Afternoon,82.5,35,55,Low
Walking,1.187,Medium,45.4,Under_40,First-Time,Morning,16.1,29,19,Low
Resting,0.234,Medium,43.5,Above_60,First-Time,Fajr,89.1,9,10,Medium
Walking,1.102,Low,46.5,40_to_60,Experienced,Morning,26.8,35,21,Low
Prayer,0.001,High,41.5,40_to_60,Experienced,Night,23.1,48,32,Low
Walking,0.583,Medium,48.1,Above_60,Experienced,Maghrib,17.7,27,87,Medium
Prayer,0.056,High,40.5,40_to_60,Experienced,Morning,20.6,21,64,Low
Prayer,0.098,Medium,36.1,Above_60,First-Time,Fajr,24.2,6,92,Low
Resting,0.198,Medium,35.8,40_to_60,First-Time,Afternoon,24.7,6,79,Low
Walking,0.762,Medium,37.6,Above_60,First-Time,Fajr,20.9,31,86,Low
Walking,0.602,Medium,44.7,40_to_60,Experienced,Noon,14.4,26,98,Low
Prayer,0.015,Medium,39.0,Under_40,First-Time,Maghrib,12.7,21,6,Low
Tawaf,0.481,High,41.9,40_to_60,First-Time,Afternoon,84.8,37,20,Medium
Tawaf,0.657,Medium,42.4,40_to_60,First-Time,Night,59.9,9,76,Low
Walking,0.522,Medium,38.9,Under_40,Experienced,Maghrib,16.4,17,21,Low
Walking,1.097,Medium,42.6,40_to_60,Experienced,Afternoon,18.6,21,80,Low
Walking,1.159,Low,45.8,40_to_60,First-Time,Maghrib,20.6,47,83,Low
Resting,0.267,Medium,42.1,40_to_60,Experienced,Fajr,35.4,24,12,Low
Tawaf,0.757,Medium,45.7,40_to_60,Experienced,Morning,67.5,24,21,Low
Prayer,0.002,Low,40.5,40_to_60,First-Time,Maghrib,17.0,32,91,Low
Sai,1.484,Medium,43.1,Under_40,First-Time,Fajr,77.2,16,83,Low
Prayer,0.037,Low,42.4,Under_40,Experienced,Fajr,25.4,24,88,Low
Tawaf,0.735,High,46.3,40_to_60,First-Time,Noon,30.4,11,78,High
Resting,0.056,Low,43.7,Under_40,Experienced,Night,90.2,9,75,Low
Sai,1.113,Low,39.4,40_to_60,First-Time,Night,60.9,33,8,Low
Resting,0.013,High,44.0,40_to_60,First-Time,Afternoon,46.9,29,17,Medium
Prayer,0.004,High,38.2,Above_60,First-Time,Night,17.5,15,92,Medium
Resting,0.283,Low,43.6,Under_40,Experienced,Maghrib,75.4,45,36,Low
Walking,1.067,Medium,41.9,40_to_60,First-Time,Morning,7.9,15,70,Low
Resting,0.159,Low,42.6,40_to_60,Experienced,Noon,88.3,36,25,Low
Tawaf,0.563,Medium,41.8,40_to_60,First-Time,Afternoon,56.7,42,12,Low
Walking,1.024,Medium,39.6,Under_40,First-Time,Morning,9.0,22,28,Low
Resting,0.103,Low,39.1,40_to_60,First-Time,Noon,68.5,19,42,Low
Tawaf,0.681,Medium,46.3,Above_60,First-Time,Maghrib,64.4,21,77,Medium
Tawaf,0.543,Low,49.5,Under_40,First-Time,Noon,50.8,28,84,Medium
Prayer,0.064,Low,43.1,Above_60,Experienced,Night,28.0,48,20,Low
Resting,0.289,High,42.1,40_to_60,Experienced,Noon,88.2,23,72,Medium
Walking,0.83,Medium,37.1,Above_60,First-Time,Morning,21.5,41,48,Low
Walking,0.793,Medium,35.0,Above_60,Experienced,Morning,6.3,9,86,Low
Tawaf,0.753,Medium,35.6,Under_40,First-Time,Afternoon,60.1,43,97,Low
Tawaf,0.751,High,44.1,40_to_60,Experienced,Noon,81.0,8,51,Medium
Walking,1.195,Medium,34.9,40_to_60,First-Time,Morning,21.7,5,62,Low
Tawaf,0.575,Medium,44.6,Under_40,First-Time,Afternoon,44.0,34,61,Low
Walking,0.741,Medium,37.6,40_to_60,First-Time,Noon,26.5,21,93,Low
Resting,0.072,Medium,42.6,Under_40,Experienced,Maghrib,53.8,47,76,Low
Sai,0.824,Medium,40.4,40_to_60,First-Time,Afternoon,86.2,40,99,Medium
Walking,1.009,Medium,37.8,40_to_60,Experienced,Night,17.8,34,68,Low
Tawaf,0.417,Medium,36.5,40_to_60,Experienced,Noon,77.2,47,96,Low
Walking,0.925,Medium,35.1,40_to_60,First-Time,Morning,20.3,22,8,Low
Sai,1.442,Medium,37.7,Above_60,First-Time,Afternoon,58.1,40,66,Medium
Walking,1.165,Medium,50.9,Above_60,First-Time,Maghrib,21.3,5,66,Medium
Prayer,0.0,High,47.2,40_to_60,First-Time,Fajr,10.2,9,46,High
Prayer,0.032,High,42.7,40_to_60,First-Time,Afternoon,26.7,22,72,High
Walking,1.086,Medium,40.5,40_to_60,First-Time,Morning,29.1,33,68,Low
Sai,1.176,High,39.7,40_to_60,Experienced,Night,54.3,21,17,Low
Walking,1.065,Medium,42.4,40_to_60,First-Time,Afternoon,27.1,25,45,Low
Prayer,0.085,High,39.7,40_to_60,First-Time,Morning,13.4,6,33,Medium
Walking,0.81,Medium,39.7,Under_40,First-Time,Fajr,17.3,40,62,Low
Sai,1.051,High,43.9,40_to_60,First-Time,Night,58.2,24,47,Low
Walking,0.819,Low,38.0,Above_60,First-Time,Night,9.8,23,70,Low
Tawaf,0.626,High,32.1,Above_60,Experienced,Noon,75.3,22,71,Medium
Prayer,0.037,Medium,39.7,Above_60,First-Time,Fajr,26.1,47,87,Low
Sai,1.342,High,47.8,Under_40,Experienced,Noon,82.7,17,81,Medium
Walking,1.133,Medium,35.5,Under_40,First-Time,Maghrib,5.2,15,52,Low
Sai,0.998,Low,37.0,Under_40,First-Time,Afternoon,83.2,37,18,Low
Resting,0.289,Medium,39.5,40_to_60,First-Time,Night,20.4,32,38,Low
Resting,0.187,Medium,35.6,Under_40,First-Time,Maghrib,62.1,47,65,Low
Sai,1.415,Medium,48.0,Above_60,First-Time,Noon,52.9,46,73,High
Walking,0.573,Medium,42.4,Under_40,Experienced,Noon,27.7,48,83,Low
Tawaf,0.426,High,34.9,40_to_60,Experienced,Afternoon,64.6,25,82,Low
Prayer,0.032,High,41.5,Above_60,Experienced,Noon,19.4,34,61,Medium
Walking,0.712,Low,41.8,Above_60,Experienced,Night,16.1,36,49,Low
Walking,0.62,Medium,41.0,40_to_60,First-Time,Noon,15.1,27,8,Low
Walking,1.108,Medium,41.3,40_to_60,First-Time,Afternoon,16.8,29,39,Low
Prayer,0.042,High,41.5,40_to_60,First-Time,Fajr,21.3,36,52,Medium
Prayer,0.096,High,43.2,40_to_60,First-Time,Morning,26.3,41,65,Medium
Tawaf,0.592,High,43.5,40_to_60,First-Time,Morning,44.3,45,76,Medium
Walking,0.597,Medium,36.0,40_to_60,First-Time,Noon,25.1,35,13,Low
Walking,0.882,High,42.2,40_to_60,Experienced,Morning,25.8,17,55,Low
